image_path,set_type
frames_dataset/train/frame_0463.png,train
frames_dataset/train/frame_0464.png,train
frames_dataset/train/frame_0465.png,train
frames_dataset/train/frame_0466.png,train
frames_dataset/train/frame_0467.png,train
frames_dataset/train/frame_0468.png,train
frames_dataset/train/frame_0469.png,train
frames_dataset/train/frame_0470.png,train
frames_dataset/train/frame_0471.png,train
frames_dataset/train/frame_0472.png,train
frames_dataset/train/frame_0473.png,train
frames_dataset/train/frame_0474.png,train
frames_dataset/train/frame_0475.png,train
frames_dataset/train/frame_0476.png,train
frames_dataset/train/frame_0477.png,train
frames_dataset/train/frame_0478.png,train
frames_dataset/train/frame_0479.png,train
frames_dataset/train/frame_0480.png,train
frames_dataset/train/frame_0481.png,train
frames_dataset/train/frame_0482.png,train
frames_dataset/train/frame_0483.png,train
frames_dataset/train/frame_0484.png,train
frames_dataset/train/frame_0485.png,train
frames_dataset/train/frame_0486.png,train
frames_dataset/train/frame_0487.png,train
frames_dataset/train/frame_0488.png,train
frames_dataset/train/frame_0489.png,train
frames_dataset/train/frame_0490.png,train
frames_dataset/train/frame_0491.png,train
frames_dataset/train/frame_0492.png,train
frames_dataset/train/frame_0493.png,train
frames_dataset/train/frame_0494.png,train
frames_dataset/train/frame_0495.png,train
frames_dataset/train/frame_0496.png,train
frames_dataset/train/frame_0497.png,train
frames_dataset/train/frame_0498.png,train
frames_dataset/train/frame_0499.png,train
frames_dataset/train/frame_0500.png,train
frames_dataset/train/frame_0501.png,train
frames_dataset/train/frame_0502.png,train
frames_dataset/train/frame_0503.png,train
frames_dataset/train/frame_0504.png,train
frames_dataset/train/frame_0505.png,train
frames_dataset/train/frame_0506.png,train
frames_dataset/train/frame_0507.png,train
frames_dataset/train/frame_0508.png,train
frames_dataset/train/frame_0509.png,train
frames_dataset/train/frame_0510.png,train
frames_dataset/train/frame_0511.png,train
frames_dataset/train/frame_0512.png,train
frames_dataset/train/frame_0513.png,train
frames_dataset/train/frame_0514.png,train
frames_dataset/train/frame_0515.png,train
frames_dataset/train/frame_0516.png,train
frames_dataset/train/frame_0517.png,train
frames_dataset/train/frame_0518.png,train
frames_dataset/train/frame_0519.png,train
frames_dataset/train/frame_0520.png,train
frames_dataset/train/frame_0521.png,train
frames_dataset/train/frame_0522.png,train
frames_dataset/train/frame_0523.png,train
frames_dataset/train/frame_0524.png,train
frames_dataset/train/frame_0525.png,train
frames_dataset/train/frame_0526.png,train
frames_dataset/train/frame_0527.png,train
frames_dataset/train/frame_0528.png,train
frames_dataset/train/frame_0529.png,train
frames_dataset/train/frame_0530.png,train
frames_dataset/train/frame_0531.png,train
frames_dataset/train/frame_0532.png,train
frames_dataset/train/frame_0533.png,train
frames_dataset/train/frame_0534.png,train
frames_dataset/train/frame_0535.png,train
frames_dataset/train/frame_0536.png,train
frames_dataset/train/frame_0537.png,train
frames_dataset/train/frame_0538.png,train
frames_dataset/train/frame_0539.png,train
frames_dataset/train/frame_0540.png,train
frames_dataset/train/frame_0541.png,train
frames_dataset/train/frame_0542.png,train
frames_dataset/train/frame_0543.png,train
frames_dataset/train/frame_0544.png,train
frames_dataset/train/frame_0545.png,train
frames_dataset/train/frame_0546.png,train
frames_dataset/train/frame_0547.png,train
frames_dataset/train/frame_0548.png,train
frames_dataset/train/frame_0549.png,train
frames_dataset/train/frame_0570.png,train
frames_dataset/train/frame_0571.png,train
frames_dataset/train/frame_0572.png,train
frames_dataset/train/frame_0573.png,train
frames_dataset/train/frame_0574.png,train
frames_dataset/train/frame_0575.png,train
frames_dataset/train/frame_0576.png,train
frames_dataset/train/frame_0577.png,train
frames_dataset/train/frame_0578.png,train
frames_dataset/train/frame_0579.png,train
frames_dataset/train/frame_0580.png,train
frames_dataset/train/frame_0581.png,train
frames_dataset/train/frame_0582.png,train
frames_dataset/train/frame_0583.png,train
frames_dataset/train/frame_0584.png,train
frames_dataset/train/frame_0585.png,train
frames_dataset/train/frame_0586.png,train
frames_dataset/train/frame_0587.png,train
frames_dataset/train/frame_0588.png,train
frames_dataset/train/frame_0589.png,train
frames_dataset/train/frame_0590.png,train
frames_dataset/train/frame_0591.png,train
frames_dataset/train/frame_0592.png,train
frames_dataset/train/frame_0593.png,train
frames_dataset/train/frame_0594.png,train
frames_dataset/train/frame_0595.png,train
frames_dataset/train/frame_0596.png,train
frames_dataset/train/frame_0597.png,train
frames_dataset/train/frame_0598.png,train
frames_dataset/train/frame_0599.png,train
frames_dataset/train/frame_0600.png,train
frames_dataset/train/frame_0601.png,train
frames_dataset/train/frame_0602.png,train
frames_dataset/train/frame_0603.png,train
frames_dataset/train/frame_0604.png,train
frames_dataset/train/frame_0605.png,train
frames_dataset/train/frame_0606.png,train
frames_dataset/train/frame_0607.png,train
frames_dataset/train/frame_0608.png,train
frames_dataset/train/frame_0609.png,train
frames_dataset/train/frame_0610.png,train
frames_dataset/train/frame_0611.png,train
frames_dataset/train/frame_0612.png,train
frames_dataset/train/frame_0613.png,train
frames_dataset/train/frame_0614.png,train
frames_dataset/train/frame_0615.png,train
frames_dataset/train/frame_0616.png,train
frames_dataset/train/frame_0617.png,train
frames_dataset/train/frame_0618.png,train
frames_dataset/train/frame_0619.png,train
frames_dataset/train/frame_0620.png,train
frames_dataset/train/frame_0622.png,train
frames_dataset/train/frame_0623.png,train
frames_dataset/train/frame_0631.png,train
frames_dataset/train/frame_0634.png,train
frames_dataset/train/frame_0636.png,train
frames_dataset/train/frame_0637.png,train
frames_dataset/train/frame_0644.png,train
frames_dataset/train/frame_0647.png,train
frames_dataset/train/frame_0649.png,train
frames_dataset/test/frame_0031.png,test
frames_dataset/test/frame_0032.png,test
frames_dataset/test/frame_0034.png,test
frames_dataset/test/frame_0036.png,test
frames_dataset/test/frame_0037.png,test
frames_dataset/test/frame_0038.png,test
frames_dataset/test/frame_0039.png,test
frames_dataset/test/frame_0040.png,test
frames_dataset/test/frame_0044.png,test
frames_dataset/test/frame_0045.png,test
frames_dataset/test/frame_0048.png,test
frames_dataset/test/frame_0049.png,test
frames_dataset/test/frame_0050.png,test
frames_dataset/test/frame_0051.png,test
frames_dataset/test/frame_0053.png,test
frames_dataset/test/frame_0055.png,test
frames_dataset/test/frame_0056.png,test
frames_dataset/test/frame_0057.png,test
frames_dataset/test/frame_0058.png,test
frames_dataset/test/frame_0059.png,test
frames_dataset/test/frame_0060.png,test
frames_dataset/test/frame_0061.png,test
frames_dataset/test/frame_0062.png,test
frames_dataset/test/frame_0063.png,test
frames_dataset/test/frame_0064.png,test
frames_dataset/test/frame_0065.png,test
frames_dataset/test/frame_0067.png,test
frames_dataset/test/frame_0068.png,test
frames_dataset/test/frame_0069.png,test
frames_dataset/test/frame_0070.png,test
frames_dataset/test/frame_0071.png,test
frames_dataset/test/frame_0072.png,test
frames_dataset/test/frame_0073.png,test
frames_dataset/test/frame_0074.png,test
frames_dataset/test/frame_0075.png,test
frames_dataset/test/frame_0076.png,test
frames_dataset/test/frame_0077.png,test
frames_dataset/test/frame_0078.png,test
frames_dataset/test/frame_0400.png,test
frames_dataset/test/frame_0402.png,test
frames_dataset/test/frame_0403.png,test
frames_dataset/test/frame_0404.png,test
frames_dataset/test/frame_0406.png,test
frames_dataset/test/frame_0408.png,test
frames_dataset/test/frame_0410.png,test
frames_dataset/test/frame_0413.png,test
frames_dataset/test/frame_0414.png,test
frames_dataset/test/frame_0415.png,test
frames_dataset/test/frame_0416.png,test
frames_dataset/test/frame_0418.png,test
frames_dataset/test/frame_0419.png,test
frames_dataset/test/frame_0421.png,test
frames_dataset/test/frame_0423.png,test
frames_dataset/test/frame_0426.png,test
frames_dataset/test/frame_0427.png,test
frames_dataset/test/frame_0428.png,test
frames_dataset/test/frame_0550.png,test
frames_dataset/test/frame_0551.png,test
frames_dataset/test/frame_0552.png,test
frames_dataset/test/frame_0553.png,test
frames_dataset/test/frame_0554.png,test
frames_dataset/test/frame_0555.png,test
frames_dataset/test/frame_0556.png,test
frames_dataset/test/frame_0557.png,test
frames_dataset/test/frame_0559.png,test
frames_dataset/test/frame_0560.png,test
frames_dataset/test/frame_0561.png,test
frames_dataset/test/frame_0563.png,test
frames_dataset/test/frame_0565.png,test
frames_dataset/test/frame_0566.png,test
