tile_path,set_type,parent_image,row,col,tile_index
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_41.png,train,frame_0202,6,1,41
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_42.png,train,frame_0202,6,2,42
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_43.png,train,frame_0202,6,3,43
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_44.png,train,frame_0202,6,4,44
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_45.png,train,frame_0202,6,5,45
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_46.png,train,frame_0202,6,6,46
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_47.png,train,frame_0202,6,7,47
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_48.png,train,frame_0202,6,8,48
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_49.png,train,frame_0202,7,1,49
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_50.png,train,frame_0202,7,2,50
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_51.png,train,frame_0202,7,3,51
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_52.png,train,frame_0202,7,4,52
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_53.png,train,frame_0202,7,5,53
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_54.png,train,frame_0202,7,6,54
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_55.png,train,frame_0202,7,7,55
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_56.png,train,frame_0202,7,8,56
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_57.png,train,frame_0202,8,1,57
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_58.png,train,frame_0202,8,2,58
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_59.png,train,frame_0202,8,3,59
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_60.png,train,frame_0202,8,4,60
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_61.png,train,frame_0202,8,5,61
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_62.png,train,frame_0202,8,6,62
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_63.png,train,frame_0202,8,7,63
frames_dataset_tiles/train/frame_0202_tiles/frame_0202_tile_64.png,train,frame_0202,8,8,64
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_01.png,train,frame_0216,1,1,1
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_02.png,train,frame_0216,1,2,2
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_03.png,train,frame_0216,1,3,3
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_04.png,train,frame_0216,1,4,4
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_05.png,train,frame_0216,1,5,5
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_06.png,train,frame_0216,1,6,6
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_07.png,train,frame_0216,1,7,7
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_08.png,train,frame_0216,1,8,8
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_09.png,train,frame_0216,2,1,9
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_10.png,train,frame_0216,2,2,10
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_11.png,train,frame_0216,2,3,11
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_12.png,train,frame_0216,2,4,12
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_13.png,train,frame_0216,2,5,13
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_14.png,train,frame_0216,2,6,14
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_15.png,train,frame_0216,2,7,15
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_16.png,train,frame_0216,2,8,16
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_17.png,train,frame_0216,3,1,17
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_18.png,train,frame_0216,3,2,18
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_19.png,train,frame_0216,3,3,19
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_20.png,train,frame_0216,3,4,20
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_21.png,train,frame_0216,3,5,21
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_22.png,train,frame_0216,3,6,22
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_23.png,train,frame_0216,3,7,23
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_24.png,train,frame_0216,3,8,24
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_25.png,train,frame_0216,4,1,25
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_26.png,train,frame_0216,4,2,26
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_27.png,train,frame_0216,4,3,27
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_28.png,train,frame_0216,4,4,28
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_29.png,train,frame_0216,4,5,29
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_30.png,train,frame_0216,4,6,30
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_31.png,train,frame_0216,4,7,31
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_32.png,train,frame_0216,4,8,32
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_33.png,train,frame_0216,5,1,33
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_34.png,train,frame_0216,5,2,34
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_35.png,train,frame_0216,5,3,35
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_36.png,train,frame_0216,5,4,36
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_37.png,train,frame_0216,5,5,37
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_38.png,train,frame_0216,5,6,38
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_39.png,train,frame_0216,5,7,39
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_40.png,train,frame_0216,5,8,40
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_41.png,train,frame_0216,6,1,41
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_42.png,train,frame_0216,6,2,42
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_43.png,train,frame_0216,6,3,43
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_44.png,train,frame_0216,6,4,44
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_45.png,train,frame_0216,6,5,45
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_46.png,train,frame_0216,6,6,46
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_47.png,train,frame_0216,6,7,47
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_48.png,train,frame_0216,6,8,48
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_49.png,train,frame_0216,7,1,49
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_50.png,train,frame_0216,7,2,50
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_51.png,train,frame_0216,7,3,51
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_52.png,train,frame_0216,7,4,52
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_53.png,train,frame_0216,7,5,53
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_54.png,train,frame_0216,7,6,54
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_55.png,train,frame_0216,7,7,55
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_56.png,train,frame_0216,7,8,56
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_57.png,train,frame_0216,8,1,57
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_58.png,train,frame_0216,8,2,58
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_59.png,train,frame_0216,8,3,59
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_60.png,train,frame_0216,8,4,60
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_61.png,train,frame_0216,8,5,61
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_62.png,train,frame_0216,8,6,62
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_63.png,train,frame_0216,8,7,63
frames_dataset_tiles/train/frame_0216_tiles/frame_0216_tile_64.png,train,frame_0216,8,8,64
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_01.png,train,frame_0570,1,1,1
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_02.png,train,frame_0570,1,2,2
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_03.png,train,frame_0570,1,3,3
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_04.png,train,frame_0570,1,4,4
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_05.png,train,frame_0570,1,5,5
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_06.png,train,frame_0570,1,6,6
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_07.png,train,frame_0570,1,7,7
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_08.png,train,frame_0570,1,8,8
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_09.png,train,frame_0570,2,1,9
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_10.png,train,frame_0570,2,2,10
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_11.png,train,frame_0570,2,3,11
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_12.png,train,frame_0570,2,4,12
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_13.png,train,frame_0570,2,5,13
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_14.png,train,frame_0570,2,6,14
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_15.png,train,frame_0570,2,7,15
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_16.png,train,frame_0570,2,8,16
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_17.png,train,frame_0570,3,1,17
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_18.png,train,frame_0570,3,2,18
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_19.png,train,frame_0570,3,3,19
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_20.png,train,frame_0570,3,4,20
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_21.png,train,frame_0570,3,5,21
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_22.png,train,frame_0570,3,6,22
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_23.png,train,frame_0570,3,7,23
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_24.png,train,frame_0570,3,8,24
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_25.png,train,frame_0570,4,1,25
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_26.png,train,frame_0570,4,2,26
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_27.png,train,frame_0570,4,3,27
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_28.png,train,frame_0570,4,4,28
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_29.png,train,frame_0570,4,5,29
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_30.png,train,frame_0570,4,6,30
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_31.png,train,frame_0570,4,7,31
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_32.png,train,frame_0570,4,8,32
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_33.png,train,frame_0570,5,1,33
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_34.png,train,frame_0570,5,2,34
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_35.png,train,frame_0570,5,3,35
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_36.png,train,frame_0570,5,4,36
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_37.png,train,frame_0570,5,5,37
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_38.png,train,frame_0570,5,6,38
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_39.png,train,frame_0570,5,7,39
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_40.png,train,frame_0570,5,8,40
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_41.png,train,frame_0570,6,1,41
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_42.png,train,frame_0570,6,2,42
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_43.png,train,frame_0570,6,3,43
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_44.png,train,frame_0570,6,4,44
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_45.png,train,frame_0570,6,5,45
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_46.png,train,frame_0570,6,6,46
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_47.png,train,frame_0570,6,7,47
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_48.png,train,frame_0570,6,8,48
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_49.png,train,frame_0570,7,1,49
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_50.png,train,frame_0570,7,2,50
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_51.png,train,frame_0570,7,3,51
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_52.png,train,frame_0570,7,4,52
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_53.png,train,frame_0570,7,5,53
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_54.png,train,frame_0570,7,6,54
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_55.png,train,frame_0570,7,7,55
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_56.png,train,frame_0570,7,8,56
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_57.png,train,frame_0570,8,1,57
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_58.png,train,frame_0570,8,2,58
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_59.png,train,frame_0570,8,3,59
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_60.png,train,frame_0570,8,4,60
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_61.png,train,frame_0570,8,5,61
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_62.png,train,frame_0570,8,6,62
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_63.png,train,frame_0570,8,7,63
frames_dataset_tiles/train/frame_0570_tiles/frame_0570_tile_64.png,train,frame_0570,8,8,64
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_01.png,train,frame_0148,1,1,1
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_02.png,train,frame_0148,1,2,2
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_03.png,train,frame_0148,1,3,3
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_04.png,train,frame_0148,1,4,4
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_05.png,train,frame_0148,1,5,5
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_06.png,train,frame_0148,1,6,6
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_07.png,train,frame_0148,1,7,7
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_08.png,train,frame_0148,1,8,8
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_09.png,train,frame_0148,2,1,9
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_10.png,train,frame_0148,2,2,10
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_11.png,train,frame_0148,2,3,11
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_12.png,train,frame_0148,2,4,12
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_13.png,train,frame_0148,2,5,13
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_14.png,train,frame_0148,2,6,14
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_15.png,train,frame_0148,2,7,15
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_16.png,train,frame_0148,2,8,16
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_17.png,train,frame_0148,3,1,17
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_18.png,train,frame_0148,3,2,18
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_19.png,train,frame_0148,3,3,19
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_20.png,train,frame_0148,3,4,20
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_21.png,train,frame_0148,3,5,21
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_22.png,train,frame_0148,3,6,22
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_23.png,train,frame_0148,3,7,23
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_24.png,train,frame_0148,3,8,24
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_25.png,train,frame_0148,4,1,25
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_26.png,train,frame_0148,4,2,26
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_27.png,train,frame_0148,4,3,27
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_28.png,train,frame_0148,4,4,28
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_29.png,train,frame_0148,4,5,29
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_30.png,train,frame_0148,4,6,30
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_31.png,train,frame_0148,4,7,31
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_32.png,train,frame_0148,4,8,32
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_33.png,train,frame_0148,5,1,33
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_34.png,train,frame_0148,5,2,34
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_35.png,train,frame_0148,5,3,35
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_36.png,train,frame_0148,5,4,36
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_37.png,train,frame_0148,5,5,37
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_38.png,train,frame_0148,5,6,38
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_39.png,train,frame_0148,5,7,39
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_40.png,train,frame_0148,5,8,40
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_41.png,train,frame_0148,6,1,41
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_42.png,train,frame_0148,6,2,42
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_43.png,train,frame_0148,6,3,43
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_44.png,train,frame_0148,6,4,44
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_45.png,train,frame_0148,6,5,45
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_46.png,train,frame_0148,6,6,46
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_47.png,train,frame_0148,6,7,47
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_48.png,train,frame_0148,6,8,48
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_49.png,train,frame_0148,7,1,49
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_50.png,train,frame_0148,7,2,50
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_51.png,train,frame_0148,7,3,51
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_52.png,train,frame_0148,7,4,52
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_53.png,train,frame_0148,7,5,53
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_54.png,train,frame_0148,7,6,54
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_55.png,train,frame_0148,7,7,55
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_56.png,train,frame_0148,7,8,56
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_57.png,train,frame_0148,8,1,57
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_58.png,train,frame_0148,8,2,58
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_59.png,train,frame_0148,8,3,59
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_60.png,train,frame_0148,8,4,60
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_61.png,train,frame_0148,8,5,61
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_62.png,train,frame_0148,8,6,62
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_63.png,train,frame_0148,8,7,63
frames_dataset_tiles/train/frame_0148_tiles/frame_0148_tile_64.png,train,frame_0148,8,8,64
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_01.png,train,frame_0174,1,1,1
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_02.png,train,frame_0174,1,2,2
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_03.png,train,frame_0174,1,3,3
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_04.png,train,frame_0174,1,4,4
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_05.png,train,frame_0174,1,5,5
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_06.png,train,frame_0174,1,6,6
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_07.png,train,frame_0174,1,7,7
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_08.png,train,frame_0174,1,8,8
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_09.png,train,frame_0174,2,1,9
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_10.png,train,frame_0174,2,2,10
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_11.png,train,frame_0174,2,3,11
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_12.png,train,frame_0174,2,4,12
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_13.png,train,frame_0174,2,5,13
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_14.png,train,frame_0174,2,6,14
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_15.png,train,frame_0174,2,7,15
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_16.png,train,frame_0174,2,8,16
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_17.png,train,frame_0174,3,1,17
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_18.png,train,frame_0174,3,2,18
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_19.png,train,frame_0174,3,3,19
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_20.png,train,frame_0174,3,4,20
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_21.png,train,frame_0174,3,5,21
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_22.png,train,frame_0174,3,6,22
frames_dataset_tiles/train/frame_0174_tiles/frame_0174_tile_23.png,train,frame_0174,3,7,23
